accuracy,dice_score,f1-score,f2-score,iou_score,loss,precision,recall,val_accuracy,val_dice_score,val_f1-score,val_f2-score,val_iou_score,val_loss,val_precision,val_recall
0.8914995193481445,0.439910352230072,0.43991032242774963,0.440442830324173,0.36665698885917664,0.3311307430267334,0.4506370723247528,0.4542318880558014,0.8518126010894775,0.4177989661693573,0.4177989661693573,0.41186830401420593,0.34663352370262146,0.4675774574279785,0.4592842757701874,0.4260208010673523
0.9472335577011108,0.5525570511817932,0.5525570511817932,0.5529958009719849,0.48175421357154846,0.14694024622440338,0.5546072125434875,0.5539442300796509,0.869974672794342,0.4313908815383911,0.43139082193374634,0.4259290099143982,0.36776790022850037,0.4192805588245392,0.4947845935821533,0.44006964564323425
0.9533631205558777,0.5842053294181824,0.5842053294181824,0.5843912363052368,0.5130912661552429,0.12268048524856567,0.5862350463867188,0.585105299949646,0.8826812505722046,0.43884748220443726,0.43884748220443726,0.43516066670417786,0.37948933243751526,0.3977906107902527,0.541662871837616,0.4507867991924286
0.9598397016525269,0.6344507932662964,0.6344507932662964,0.6356212496757507,0.5594021677970886,0.097474105656147,0.6349206566810608,0.637029230594635,0.9214800596237183,0.5397750735282898,0.5397750735282898,0.5400707125663757,0.4531518220901489,0.32824164628982544,0.5625193119049072,0.5655889511108398
0.9650193452835083,0.6757219433784485,0.6757220029830933,0.6771939992904663,0.5953357219696045,0.0833352729678154,0.6759743094444275,0.6789604425430298,0.9354663491249084,0.5802498459815979,0.5802498459815979,0.5786205530166626,0.49911123514175415,0.2163032591342926,0.6035444140434265,0.5973702073097229
0.9693652987480164,0.7099987864494324,0.7099987864494324,0.7122864127159119,0.6267450451850891,0.0724836140871048,0.7092077732086182,0.7146701812744141,0.8864240646362305,0.49713534116744995,0.49713534116744995,0.5072976350784302,0.4207441806793213,0.4160539507865906,0.5626655220985413,0.5546875
0.968055009841919,0.7131423950195312,0.7131423950195312,0.7169448733329773,0.6271936297416687,0.07818737626075745,0.7101904153823853,0.7205566167831421,0.9173243641853333,0.5600823163986206,0.5600823163986206,0.5759463310241699,0.46968814730644226,0.3464283049106598,0.5512475967407227,0.6093167662620544
0.9685065150260925,0.7143722772598267,0.7143722772598267,0.7188538312911987,0.6248390078544617,0.08101316541433334,0.7108299732208252,0.7231569290161133,0.3518369793891907,0.24514618515968323,0.24514618515968323,0.283470094203949,0.15440846979618073,1.654036521911621,0.32619109749794006,0.37770527601242065
0.9631447196006775,0.6657984256744385,0.6657984256744385,0.6690533757209778,0.5793920159339905,0.0976124033331871,0.6648924946784973,0.6725212335586548,0.8541832566261292,0.48838406801223755,0.48838406801223755,0.5038003325462341,0.3974688947200775,0.9351067543029785,0.49849840998649597,0.5425071716308594
0.9595232009887695,0.6413001418113708,0.6413001418113708,0.6458656191825867,0.557322084903717,0.11108498275279999,0.6385340094566345,0.6504342555999756,0.8541417717933655,0.4333137273788452,0.4333137273788452,0.4466347098350525,0.3609609305858612,1.6601383686065674,0.47757452726364136,0.49612370133399963
0.9596404433250427,0.6538482904434204,0.6538482904434204,0.6576335430145264,0.568066418170929,0.10674247145652771,0.6528225541114807,0.6618963479995728,0.8830479383468628,0.47756072878837585,0.47756072878837585,0.46552205085754395,0.39345160126686096,1.3619729280471802,0.5643012523651123,0.48138219118118286
0.9495981931686401,0.5991676449775696,0.5991676449775696,0.6032566428184509,0.5192397236824036,0.1402251273393631,0.5981354117393494,0.6076569557189941,0.8949421048164368,0.5086221694946289,0.5086221694946289,0.5098023414611816,0.4294487535953522,0.9871382117271423,0.5264483690261841,0.5262336134910583
0.9546440243721008,0.6199110150337219,0.6199110150337219,0.6240060329437256,0.5396168828010559,0.12386267632246017,0.6187333464622498,0.6284753084182739,0.8795779943466187,0.46384182572364807,0.46384185552597046,0.4539707899093628,0.3917457163333893,0.6033098697662354,0.5573899149894714,0.4693775177001953
0.9491811990737915,0.590868353843689,0.590868353843689,0.5942806601524353,0.5128008127212524,0.14380371570587158,0.5932345986366272,0.5989925265312195,0.6958887577056885,0.3342152535915375,0.3342152237892151,0.350416898727417,0.2732717990875244,2.2316243648529053,0.38008588552474976,0.41433125734329224
0.9474225044250488,0.5818638205528259,0.5818638205528259,0.5841869711875916,0.5039076209068298,0.14909783005714417,0.5842774510383606,0.5875496864318848,0.8706717491149902,0.4086357057094574,0.4086357057094574,0.40756088495254517,0.35164546966552734,0.6394556164741516,0.5291193723678589,0.4236794412136078
0.9509935975074768,0.5962696671485901,0.5962696671485901,0.5990795493125916,0.5163873434066772,0.13474170863628387,0.5975524187088013,0.6026103496551514,0.8785828948020935,0.45506027340888977,0.45506030321121216,0.4748673737049103,0.39292263984680176,0.6641541123390198,0.45687806606292725,0.5193706750869751
0.9458684325218201,0.5766154527664185,0.5766155123710632,0.5780937075614929,0.4984070658683777,0.15262116491794586,0.5798264145851135,0.580547571182251,0.9154167175292969,0.5078809857368469,0.5078809857368469,0.5324826836585999,0.4286768436431885,0.31119993329048157,0.49177584052085876,0.5751264691352844
0.9502665996551514,0.5877861976623535,0.5877861976623535,0.58929842710495,0.5092122554779053,0.13924026489257812,0.5893372297286987,0.5914138555526733,0.8957717418670654,0.4265645444393158,0.4265645742416382,0.42587849497795105,0.3693860173225403,0.3097977340221405,0.4582681357860565,0.441302090883255
0.9482423663139343,0.5744705200195312,0.5744705200195312,0.5788694620132446,0.4970313608646393,0.14659175276756287,0.5731338858604431,0.5836419463157654,0.8208776116371155,0.40778160095214844,0.4077816307544708,0.4039105474948883,0.3258917033672333,0.715682864189148,0.437994122505188,0.4177370071411133
0.9435109496116638,0.5656397342681885,0.5656397342681885,0.5710172653198242,0.4891102910041809,0.1731143593788147,0.5670044422149658,0.5785256028175354,0.8578357696533203,0.3719979226589203,0.3719979226589203,0.37590181827545166,0.3306768238544464,0.8720356822013855,0.384797066450119,0.3921620547771454
0.9378789067268372,0.5498101711273193,0.5498101711273193,0.5563474297523499,0.47394952178001404,0.21290816366672516,0.5521225333213806,0.5663036704063416,0.871336817741394,0.263704776763916,0.263704776763916,0.27578938007354736,0.17262840270996094,1.245445728302002,0.32409998774528503,0.3855268359184265
0.909823477268219,0.43413010239601135,0.43413010239601135,0.44527995586395264,0.3554164171218872,0.5755505561828613,0.4599330425262451,0.47046536207199097,0.6863752007484436,0.2504744827747345,0.2504744827747345,0.24873584508895874,0.18775679171085358,2.105931520462036,0.3217649757862091,0.26783111691474915
0.9310876727104187,0.5212271809577942,0.5212271809577942,0.5269225835800171,0.44920629262924194,0.22657246887683868,0.5220026969909668,0.5345825552940369,0.40275514125823975,0.2625417411327362,0.2625417411327362,0.24824495613574982,0.20128071308135986,1.675993800163269,0.3078719973564148,0.2561506927013397
0.8478633761405945,0.37220194935798645,0.37220191955566406,0.37820199131965637,0.3039276897907257,0.8752923607826233,0.3989078104496002,0.39633747935295105,0.3361440896987915,0.13747289776802063,0.13747289776802063,0.16692739725112915,0.08510074764490128,48.32275390625,0.18936000764369965,0.21840494871139526
0.8985952734947205,0.4563891291618347,0.4563891291618347,0.46040716767311096,0.3901255428791046,0.3758437931537628,0.465442955493927,0.4674098789691925,0.5749086737632751,0.20833434164524078,0.20833434164524078,0.22727224230766296,0.1519046425819397,1.8035660982131958,0.35827431082725525,0.263169527053833
0.9079629182815552,0.46482470631599426,0.46482470631599426,0.47000065445899963,0.3984561860561371,0.32128092646598816,0.4691394865512848,0.47896668314933777,0.6523865461349487,0.2978874742984772,0.2978874742984772,0.33263757824897766,0.23685996234416962,1.202531099319458,0.407663494348526,0.41935402154922485
0.9274458885192871,0.498926043510437,0.498926043510437,0.5038776993751526,0.42920610308647156,0.2327899932861328,0.5020757913589478,0.5109592080116272,0.666102945804596,0.3167170286178589,0.3167170286178589,0.35134589672088623,0.2549729645252228,1.2060096263885498,0.4270249307155609,0.44784897565841675
0.9339864253997803,0.5115005970001221,0.5115005970001221,0.5156181454658508,0.43987801671028137,0.20278003811836243,0.5126526355743408,0.5215569138526917,0.6588119268417358,0.31042560935020447,0.31042560935020447,0.33456355333328247,0.24537792801856995,1.2792067527770996,0.4177936315536499,0.4270114004611969
0.8995336890220642,0.47037333250045776,0.47037333250045776,0.4776860177516937,0.40715453028678894,0.45086681842803955,0.48018136620521545,0.4907321035861969,0.8571504950523376,0.35326087474823,0.35326087474823,0.36315980553627014,0.32018521428108215,3.6767446994781494,0.3390824794769287,0.38207700848579407
0.9013517498970032,0.34995660185813904,0.34995660185813904,0.37080222368240356,0.2598467767238617,0.8983673453330994,0.39873841404914856,0.4241781532764435,0.3786020278930664,0.20160777866840363,0.20160777866840363,0.201374351978302,0.16436126828193665,15.990809440612793,0.3209538161754608,0.21707679331302643
0.9174959659576416,0.5059549808502197,0.5059549808502197,0.5141945481300354,0.4334622621536255,0.306536465883255,0.5061457753181458,0.5272517800331116,0.6915274858474731,0.3213445544242859,0.3213445544242859,0.3454800546169281,0.26358020305633545,1.4973137378692627,0.4203418493270874,0.44908085465431213
0.9251588582992554,0.5034676194190979,0.5034676194190979,0.5082168579101562,0.43396005034446716,0.2577458620071411,0.5088087320327759,0.5144799947738647,0.7482273578643799,0.33965882658958435,0.33965882658958435,0.34834960103034973,0.2601221799850464,1.1084963083267212,0.4295892119407654,0.38687863945961
0.8980727791786194,0.4835783839225769,0.4835783839225769,0.48920801281929016,0.4145317077636719,0.3939766585826874,0.495120108127594,0.49955159425735474,0.7441616654396057,0.36254608631134033,0.36254608631134033,0.3636905550956726,0.2690061628818512,0.6502910852432251,0.38187330961227417,0.39871639013290405
0.9330021739006042,0.4928279221057892,0.4928279221057892,0.4955490529537201,0.4189906120300293,0.2252126783132553,0.4936555027961731,0.4995063543319702,0.41192004084587097,0.23418648540973663,0.23418648540973663,0.26764851808547974,0.15069855749607086,2.1956822872161865,0.3542167842388153,0.3266628384590149
0.8885100483894348,0.44984838366508484,0.44984838366508484,0.4563775658607483,0.38072502613067627,0.5057963728904724,0.45591726899147034,0.46828171610832214,0.3332129716873169,0.16824136674404144,0.16824138164520264,0.17981170117855072,0.14159050583839417,19.96244239807129,0.28843915462493896,0.2026408463716507
0.9156441688537598,0.4904809892177582,0.4904809892177582,0.4968467950820923,0.4227074086666107,0.28702759742736816,0.49108996987342834,0.5054672360420227,0.8807042241096497,0.42146292328834534,0.42146286368370056,0.4170107841491699,0.3690780997276306,0.45782530307769775,0.4753623902797699,0.42928147315979004
0.9171022772789001,0.5012310147285461,0.5012310147285461,0.5056016445159912,0.43156152963638306,0.2724817097187042,0.5057016015052795,0.5122277736663818,0.8993381261825562,0.4483936131000519,0.4483936131000519,0.44448864459991455,0.38500142097473145,0.32543084025382996,0.47069594264030457,0.45676180720329285
0.9129801988601685,0.5049952864646912,0.5049952864646912,0.5089738368988037,0.4360038936138153,0.30509576201438904,0.5109270215034485,0.514981746673584,0.899857223033905,0.44285014271736145,0.44285014271736145,0.4468748867511749,0.36761167645454407,0.4357912242412567,0.4479796886444092,0.4689497649669647
0.8958479762077332,0.47345444560050964,0.47345444560050964,0.4789440333843231,0.4056471884250641,0.37377604842185974,0.47703641653060913,0.4861823320388794,0.8710898756980896,0.37751179933547974,0.37751176953315735,0.3831649124622345,0.338713675737381,0.6331406831741333,0.4148330092430115,0.40037035942077637
0.8933014273643494,0.4733065664768219,0.4733065664768219,0.47676974534988403,0.40437182784080505,0.35416659712791443,0.4797941744327545,0.482543408870697,0.8894746899604797,0.3853438198566437,0.3853438198566437,0.3906174898147583,0.3502956032752991,0.44028064608573914,0.436147540807724,0.4081019163131714
0.8889491558074951,0.45682889223098755,0.45682889223098755,0.46363386511802673,0.3884904086589813,0.3935333788394928,0.46044421195983887,0.4739683270454407,0.8913861513137817,0.45905590057373047,0.4590558707714081,0.45563796162605286,0.3952898681163788,0.7356033325195312,0.4805176556110382,0.4671199321746826
0.9169408679008484,0.5054007768630981,0.5054007768630981,0.5093414783477783,0.4357941150665283,0.2823754549026489,0.5047836899757385,0.5139101147651672,0.9069977402687073,0.29499906301498413,0.29499906301498413,0.3021983802318573,0.21223534643650055,1.084093451499939,0.3465428948402405,0.3445787727832794
0.9151642322540283,0.5066139101982117,0.5066139101982117,0.5107559561729431,0.43917882442474365,0.29019975662231445,0.5137718319892883,0.5175266861915588,0.9062046408653259,0.43719732761383057,0.43719732761383057,0.4330788552761078,0.3813299834728241,0.30572548508644104,0.4657246768474579,0.44470083713531494
0.9175741672515869,0.49635371565818787,0.4963536858558655,0.5025526285171509,0.42912018299102783,0.3165203034877777,0.5028664469718933,0.5121357440948486,0.8805473446846008,0.4084196388721466,0.4084196388721466,0.408110111951828,0.3614586591720581,0.45215997099876404,0.48879551887512207,0.4231303632259369
0.9162272214889526,0.5166001915931702,0.5166002511978149,0.5205730199813843,0.4471797049045563,0.3046817183494568,0.5218175649642944,0.526589035987854,0.8010997772216797,0.40979480743408203,0.40979480743408203,0.43358221650123596,0.34059417247772217,2.737719774246216,0.4442293345928192,0.5103228688240051
0.9125121235847473,0.4821983277797699,0.4821983277797699,0.4885942339897156,0.41952306032180786,0.39231812953948975,0.4807528555393219,0.49585098028182983,0.8133924603462219,0.3371271789073944,0.337127149105072,0.3366798460483551,0.2869686782360077,1.0517573356628418,0.3512653112411499,0.3518517017364502
0.9167190790176392,0.49736788868904114,0.49736788868904114,0.5028396248817444,0.43346166610717773,0.31111475825309753,0.5048884749412537,0.5122556686401367,0.41557785868644714,0.23035447299480438,0.23035447299480438,0.2744579017162323,0.15380150079727173,2.0004186630249023,0.3429296314716339,0.34678131341934204
0.9228503108024597,0.5228920578956604,0.5228920578956604,0.5265071988105774,0.45613110065460205,0.3089802861213684,0.5306839346885681,0.5319808721542358,0.34845834970474243,0.2064177244901657,0.2064177542924881,0.2171342670917511,0.16134493052959442,2.67661190032959,0.36194539070129395,0.2580825090408325
0.8700425624847412,0.4234861731529236,0.4234861731529236,0.427857369184494,0.3570840656757355,0.4040318727493286,0.4289420247077942,0.43439292907714844,0.8795314431190491,0.41316166520118713,0.41316166520118713,0.42682018876075745,0.3333081305027008,0.42024269700050354,0.4133719801902771,0.4687339961528778
0.9195054769515991,0.5115236043930054,0.5115236043930054,0.5156717896461487,0.44074609875679016,0.28405502438545227,0.5116000771522522,0.5205044746398926,0.8906227350234985,0.4015611708164215,0.4015611410140991,0.40215229988098145,0.3593122065067291,0.3818250298500061,0.4302041530609131,0.41674941778182983
0.9150465130805969,0.5059366226196289,0.5059366226196289,0.5103668570518494,0.4391469657421112,0.3353370130062103,0.5173534750938416,0.5168445706367493,0.8899979591369629,0.41270357370376587,0.41270357370376587,0.4109404385089874,0.3677469789981842,0.3182568848133087,0.48585161566734314,0.4251546561717987
0.9187188148498535,0.5036116242408752,0.5036115646362305,0.5063309669494629,0.43655964732170105,0.2805170714855194,0.5117859244346619,0.5112621784210205,0.8750474452972412,0.36896565556526184,0.36896565556526184,0.3744050860404968,0.321440726518631,0.6547759771347046,0.36971044540405273,0.39581069350242615
0.9135389924049377,0.4986359477043152,0.4986359477043152,0.5020291805267334,0.4304422438144684,0.32808220386505127,0.5099544525146484,0.5078481435775757,0.3617745637893677,0.1405002921819687,0.1405002921819687,0.1694166362285614,0.10303282737731934,14.370865821838379,0.297344446182251,0.21232661604881287
0.9190389513969421,0.5070520639419556,0.5070520639419556,0.5089254975318909,0.4360899329185486,0.25715869665145874,0.5140983462333679,0.5125342011451721,0.8575056195259094,0.31405913829803467,0.31405913829803467,0.3213893175125122,0.2533113956451416,2.5719521045684814,0.3252810835838318,0.3456075191497803
0.9171808958053589,0.49015888571739197,0.49015888571739197,0.4918316602706909,0.42079252004623413,0.2629917860031128,0.49545714259147644,0.4948406517505646,0.45880675315856934,0.2597115635871887,0.2597115635871887,0.2874048054218292,0.17153364419937134,17.445327758789062,0.3135410249233246,0.33829912543296814
0.9163559079170227,0.5025640726089478,0.5025640726089478,0.5052976608276367,0.4321523606777191,0.27684667706489563,0.5048271417617798,0.5087308883666992,0.8867191672325134,0.3673884868621826,0.3673884868621826,0.3778255581855774,0.3402283489704132,1.8691917657852173,0.36203402280807495,0.3975357115268707
0.9305744767189026,0.528220534324646,0.528220534324646,0.5301622152328491,0.45588576793670654,0.20957694947719574,0.5305667519569397,0.5328566431999207,0.8945419192314148,0.40781641006469727,0.40781641006469727,0.40832599997520447,0.3656255900859833,0.6276881694793701,0.45533084869384766,0.4234240651130676
0.9306076169013977,0.5250486135482788,0.5250486135482788,0.5267067551612854,0.4529256522655487,0.21479514241218567,0.5283865928649902,0.5293463468551636,0.8921974897384644,0.45355167984962463,0.45355167984962463,0.4445890486240387,0.39242562651634216,0.3121935725212097,0.5088391304016113,0.4541078507900238
0.9338369965553284,0.5307561159133911,0.5307561159133911,0.5322833061218262,0.45942190289497375,0.1997849941253662,0.5336747169494629,0.5346699953079224,0.9063427448272705,0.46748948097229004,0.46748948097229004,0.4588603675365448,0.40364202857017517,0.2868247628211975,0.5077056288719177,0.4677281081676483
0.9349492192268372,0.5305591821670532,0.5305591821670532,0.5320262312889099,0.4590001702308655,0.19668878614902496,0.5331722497940063,0.5345423221588135,0.9054338932037354,0.47252357006073,0.47252357006073,0.46639013290405273,0.40390467643737793,0.3319973051548004,0.4956693649291992,0.47607550024986267
0.9351114630699158,0.5288360714912415,0.5288360714912415,0.5308776497840881,0.4577845335006714,0.19816435873508453,0.5296794772148132,0.5333456993103027,0.9245555996894836,0.4769414961338043,0.4769414961338043,0.4723745286464691,0.4149635434150696,0.22091861069202423,0.49602827429771423,0.4829324185848236
0.9353634715080261,0.5274713039398193,0.5274713039398193,0.5293028354644775,0.45655620098114014,0.19689208269119263,0.5300077795982361,0.5320326089859009,0.9054603576660156,0.5000131726264954,0.5000132322311401,0.5000976324081421,0.4261658489704132,0.33481836318969727,0.5094935894012451,0.5141634941101074
0.934088945388794,0.5278252959251404,0.5278252959251404,0.52935791015625,0.4564184546470642,0.20326019823551178,0.5305110216140747,0.5316152572631836,0.927969217300415,0.4989110231399536,0.4989110231399536,0.5010104179382324,0.4346112310886383,0.21660251915454865,0.5030182600021362,0.5159364938735962
0.9355432987213135,0.5302120447158813,0.5302119851112366,0.5313495397567749,0.4593358039855957,0.19649042189121246,0.5346894264221191,0.5337455868721008,0.8093355894088745,0.40975284576416016,0.40975284576416016,0.4094879627227783,0.3411010205745697,0.4089449644088745,0.427045613527298,0.4335611164569855
0.9360358715057373,0.5324000716209412,0.5324000716209412,0.5345118045806885,0.4612026512622833,0.19297966361045837,0.5346503853797913,0.5374922156333923,0.9270233511924744,0.5016265511512756,0.5016265511512756,0.501230776309967,0.43557173013687134,0.2219950258731842,0.5099480152130127,0.5147141218185425
0.935783863067627,0.5301873087882996,0.5301873087882996,0.5321808457374573,0.4591015577316284,0.19315066933631897,0.5327181220054626,0.5351974368095398,0.9000088572502136,0.4739985764026642,0.4739985764026642,0.46860265731811523,0.405417263507843,0.3424363434314728,0.4955015182495117,0.4794299602508545
0.9359956383705139,0.5294665694236755,0.5294665694236755,0.5310356020927429,0.4585544764995575,0.1918644905090332,0.5323321223258972,0.5334367752075195,0.9028105139732361,0.4785235822200775,0.4785235822200775,0.47446364164352417,0.4098040759563446,0.513778567314148,0.4982178509235382,0.48531588912010193
0.9352544546127319,0.5315908193588257,0.5315908193588257,0.5342313647270203,0.4589393138885498,0.19620972871780396,0.5331123471260071,0.5376998782157898,0.8660618662834167,0.43764397501945496,0.43764394521713257,0.43409693241119385,0.3751774728298187,0.3625622093677521,0.45936980843544006,0.44898661971092224
0.9366220831871033,0.5316459536552429,0.5316459536552429,0.5336240530014038,0.4601218104362488,0.19031397998332977,0.5334291458129883,0.5364790558815002,0.9137820601463318,0.4802546799182892,0.4802546799182892,0.4807453155517578,0.4172271192073822,0.24760155379772186,0.48669567704200745,0.49588653445243835
